,NumberOfTime30-59DaysPastDueNotWorse,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,bins_age,bins_MonthlyIncome,bins_RevolvingUtilizationOfUnsecuredLines,bins_DebtRatio
80305,0,6,0,1,0,1.0,7,5,1,3
140076,0,3,0,1,0,0.0,4,6,2,1
119666,0,7,0,1,0,1.0,3,9,2,1
114167,0,8,0,1,0,0.0,9,8,2,1
63480,0,12,0,1,0,1.0,8,3,1,1
122190,0,0,0,0,0,2.0,5,6,3,0
36271,0,3,2,1,0,0.0,7,4,3,2
100337,0,13,0,0,0,0.0,4,3,3,1
45288,0,5,0,0,0,0.0,12,5,0,3
100931,2,14,0,0,0,0.0,4,3,3,2
149180,0,3,0,0,1,1.0,4,2,3,0
78395,0,11,0,2,0,1.0,7,8,1,2
101315,0,4,0,0,0,0.0,3,2,0,0
138407,0,7,0,1,0,0.0,7,6,2,1
49058,0,9,0,1,0,0.0,9,7,2,2
69854,0,7,0,1,0,0.0,9,5,0,3
113949,1,9,0,1,0,0.0,8,5,1,3
112239,0,3,0,0,0,0.0,10,5,0,0
69012,0,10,0,1,0,2.0,7,5,1,1
66976,0,4,0,1,0,0.0,5,5,0,3
51828,0,4,0,1,0,0.0,12,5,1,3
14710,0,11,0,1,0,3.0,4,5,2,3
33487,0,3,0,0,0,0.0,11,4,1,0
63748,1,9,0,2,0,0.0,9,5,3,3
105146,0,5,0,1,0,0.0,9,2,0,0
100282,0,7,0,0,0,2.0,3,4,2,2
21348,1,13,0,2,0,1.0,7,9,1,1
54009,0,3,0,1,0,0.0,5,5,1,1
81475,0,9,0,2,0,1.0,7,8,2,1
105440,0,18,0,1,0,0.0,9,5,1,3
13106,0,9,0,1,0,0.0,9,1,0,1
105331,0,6,0,0,0,0.0,12,5,0,3
128224,0,6,0,2,0,0.0,12,9,0,2
102030,3,7,3,0,0,0.0,5,6,3,1
42689,0,7,1,0,0,1.0,4,3,3,0
42161,0,5,0,0,0,0.0,7,5,0,0
126585,2,7,0,1,1,3.0,5,1,3,3
69247,0,19,0,3,0,2.0,7,5,2,2
63161,0,2,0,1,0,3.0,9,5,3,1
145723,0,5,0,0,0,0.0,4,1,1,0
91627,0,18,0,2,0,2.0,7,9,0,2
114648,0,12,0,0,0,0.0,7,3,0,0
72977,0,19,0,6,0,1.0,10,7,2,2
44625,0,6,0,2,0,1.0,8,6,2,2
143127,0,10,0,1,0,0.0,10,3,1,1
57396,0,11,0,0,0,0.0,7,0,1,3
109595,0,5,0,1,0,0.0,10,5,0,3
129902,0,10,0,2,0,3.0,7,8,2,1
2368,0,8,0,2,0,1.0,12,2,2,2
62796,0,13,0,2,0,0.0,6,8,1,1
96585,1,2,1,0,0,1.0,2,2,1,0
17337,0,8,0,1,0,0.0,7,3,2,1
46503,0,7,0,1,0,1.0,9,5,0,1
72169,0,12,0,0,0,1.0,12,3,2,2
72867,0,13,0,3,0,0.0,12,5,0,2
64689,1,7,0,1,0,1.0,8,5,2,2
89637,0,7,0,0,0,0.0,9,5,1,3
82718,0,3,0,0,0,1.0,7,4,3,1
31629,0,16,0,0,0,0.0,12,7,2,1
55638,0,7,0,1,0,1.0,6,9,3,1
110966,0,6,0,0,0,0.0,9,5,1,0
51869,0,3,0,0,0,0.0,1,3,3,0
18140,0,3,0,0,0,0.0,4,4,0,0
127524,0,1,0,0,0,0.0,10,3,1,0
143273,5,4,2,0,0,1.0,6,4,3,0
121389,0,13,0,2,0,0.0,8,5,2,2
39889,0,13,0,2,0,0.0,10,4,0,2
125415,0,13,0,1,0,2.0,6,3,1,1
126008,0,7,0,1,0,0.0,6,4,3,2
69963,0,8,0,1,0,0.0,5,6,2,2
143130,0,15,0,0,0,0.0,9,5,0,3
105568,0,13,0,2,0,0.0,9,5,0,3
14338,0,19,0,2,0,0.0,6,2,0,2
119033,0,6,0,0,0,0.0,6,5,0,0
83243,0,6,0,2,0,0.0,9,8,1,1
147816,0,6,0,1,0,2.0,9,9,3,1
4983,2,4,0,1,0,2.0,6,4,2,0
15443,0,2,0,0,0,1.0,9,4,0,0
57394,0,15,0,0,0,0.0,12,5,2,3
57678,0,10,0,2,0,0.0,7,9,1,1
122237,0,11,0,1,0,1.0,8,9,0,0
109203,0,2,0,0,0,0.0,12,5,1,3
52901,0,9,0,0,0,1.0,9,4,2,1
73028,0,16,0,2,0,3.0,7,9,1,1
36085,0,16,0,4,0,0.0,8,7,2,3
125618,0,4,0,1,0,2.0,5,9,1,0
104935,0,3,0,0,0,3.0,5,0,3,3
30273,0,12,0,1,0,0.0,5,5,1,3
142824,0,5,0,0,0,0.0,3,1,3,1
133897,2,8,0,2,0,0.0,6,9,2,1
56039,0,6,0,2,0,2.0,6,0,0,3
106275,0,8,0,0,0,1.0,6,7,2,1
119236,0,1,0,0,0,0.0,6,5,0,3
144678,0,10,0,2,0,1.0,9,3,2,2
61248,2,6,1,0,1,0.0,8,6,3,0
131567,1,8,0,1,1,2.0,5,6,3,2
130676,0,3,0,2,0,0.0,8,2,3,2
47253,0,9,0,1,0,0.0,8,2,0,2
38232,0,6,0,2,0,1.0,3,5,2,2
124629,0,9,0,1,0,0.0,9,6,2,1
17779,0,5,0,1,0,0.0,7,1,2,2
5472,0,1,0,0,0,1.0,3,4,3,0
4845,0,4,0,0,0,0.0,5,5,1,3
147574,0,5,0,1,0,0.0,3,2,3,2
86965,0,13,1,1,0,1.0,2,5,3,1
32093,0,7,0,1,0,2.0,6,5,1,3
57163,0,7,0,0,0,0.0,8,2,2,1
8054,0,7,0,3,0,0.0,10,9,3,2
16877,0,6,0,0,0,0.0,8,7,1,0
148700,0,3,0,0,0,1.0,4,4,0,0
5157,4,7,3,1,2,2.0,5,5,3,2
37379,0,8,0,0,0,0.0,11,5,0,3
102713,0,3,0,0,0,0.0,5,5,2,0
24022,0,7,0,1,0,0.0,8,5,3,3
85558,2,16,0,3,0,0.0,7,9,0,2
17672,0,5,0,0,0,1.0,9,0,0,3
25674,0,3,0,0,0,0.0,12,5,2,3
25754,0,2,0,0,0,0.0,3,0,2,2
15824,1,16,0,3,0,0.0,7,5,1,2
132169,0,2,0,1,0,0.0,12,5,0,1
101903,0,16,0,1,0,0.0,9,4,2,2
79611,0,12,0,2,0,0.0,3,5,0,3
43963,0,16,0,3,0,2.0,7,9,3,2
6385,2,12,0,0,0,0.0,5,1,1,1
89711,0,5,0,0,0,0.0,9,5,0,3
130588,1,9,0,2,0,1.0,7,9,2,1
78365,0,15,0,1,0,1.0,10,7,0,1
65536,0,5,0,1,0,1.0,7,9,0,0
148324,0,11,0,1,0,0.0,9,5,1,3
137595,0,10,0,3,0,0.0,4,8,2,2
84461,0,2,0,0,0,0.0,1,0,0,0
45652,0,10,0,1,0,2.0,3,4,0,2
94033,0,7,0,1,0,0.0,10,2,0,2
140977,1,10,0,0,0,0.0,5,5,3,1
137345,0,4,0,1,0,0.0,8,5,0,3
51874,0,2,0,0,0,0.0,12,5,0,3
142566,0,8,0,0,0,0.0,5,5,2,3
26826,0,17,0,2,0,0.0,7,4,2,2
87720,0,7,0,1,0,1.0,12,1,0,1
5314,0,28,0,1,0,0.0,8,7,1,1
12932,0,2,0,0,0,0.0,7,4,3,1
48319,0,4,0,0,0,0.0,10,5,2,0
90605,0,0,3,0,0,0.0,3,3,3,0
118488,0,7,0,1,0,0.0,7,0,2,3
82316,1,10,0,0,0,0.0,6,5,1,3
51525,0,4,0,1,0,0.0,6,5,3,3
722,0,16,0,1,0,0.0,8,4,2,2
135844,0,7,0,3,0,0.0,6,5,2,3
75031,0,9,0,1,0,0.0,9,5,2,2
56804,0,4,0,0,0,1.0,4,6,2,0
59366,0,7,0,1,0,1.0,6,8,0,1
94058,0,1,0,0,0,1.0,9,1,1,0
89975,1,7,1,0,0,2.0,5,9,3,0
50117,0,8,0,0,0,1.0,7,9,1,0
37950,0,10,0,3,0,4.0,5,9,1,2
73938,1,3,0,1,1,2.0,6,2,3,2
146121,1,14,0,2,0,3.0,8,9,2,2
127982,1,7,0,0,0,0.0,6,7,2,0
123185,0,7,0,1,0,1.0,11,3,0,2
38509,0,6,0,0,0,2.0,5,2,2,1
145701,0,9,0,2,0,0.0,7,2,1,2
72978,0,11,0,1,0,0.0,10,4,1,2
70323,0,12,0,3,0,0.0,9,9,0,2
108466,2,5,0,0,1,2.0,2,2,2,1
33925,0,12,0,1,0,0.0,6,5,0,3
114540,1,2,2,0,0,0.0,2,5,2,3
58066,0,4,0,3,0,1.0,7,9,3,2
103798,0,13,0,0,0,0.0,12,9,0,0
35670,1,19,1,2,0,0.0,7,9,1,2
126467,0,8,0,2,0,2.0,5,5,2,2
1479,1,16,0,3,0,2.0,8,3,2,2
15204,0,5,0,1,0,0.0,3,3,3,2
125785,0,7,0,1,0,1.0,5,3,0,2
138343,0,8,0,2,0,4.0,4,2,2,3
93389,0,18,0,0,0,1.0,9,2,1,2
84024,0,7,0,3,0,0.0,10,7,3,2
79718,0,9,0,1,0,0.0,7,3,0,1
1082,0,2,0,0,0,0.0,1,0,0,0
148825,2,14,0,2,0,2.0,7,9,3,2
101556,2,24,0,4,0,1.0,10,9,3,2
139969,1,17,0,6,0,4.0,4,9,0,2
68867,0,5,0,0,0,0.0,3,4,1,0
77075,0,8,0,2,0,0.0,7,3,1,3
107089,0,8,0,1,0,0.0,7,5,2,1
54604,1,12,0,1,0,2.0,9,9,2,1
7975,0,9,0,1,0,1.0,11,3,3,2
10548,1,25,0,1,0,3.0,7,5,2,2
137085,0,10,0,1,0,0.0,9,3,1,2
116121,0,4,0,1,0,0.0,7,4,3,2
121257,0,3,0,0,0,0.0,3,2,0,0
97643,0,2,0,1,0,0.0,5,9,1,0
23332,0,10,0,2,0,0.0,6,9,3,1
37493,0,7,0,3,0,0.0,10,9,0,1
119024,0,19,0,3,0,0.0,10,6,1,2
27628,0,5,0,0,0,0.0,2,7,0,0
149979,2,4,0,0,0,0.0,7,2,3,1
39493,0,8,2,1,0,1.0,6,3,3,2
23738,1,5,0,0,1,0.0,9,5,2,3
102441,0,14,0,0,0,1.0,9,5,1,3
142165,0,5,0,0,0,3.0,6,5,0,0
15703,0,2,0,0,0,0.0,1,0,0,0
144315,0,8,0,1,0,0.0,8,5,1,3
79499,0,3,0,0,0,0.0,4,3,3,0
127377,0,14,0,0,0,0.0,7,4,2,2
77522,0,15,0,2,0,3.0,5,8,1,1
5846,0,8,0,1,0,0.0,8,5,1,2
139181,0,11,0,1,0,0.0,9,8,0,0
101730,0,6,0,0,0,2.0,4,6,3,1
104077,0,3,0,0,0,0.0,12,9,3,0
104191,0,11,0,0,0,1.0,7,4,3,2
10773,0,16,0,3,0,0.0,8,4,2,3
61826,0,6,0,0,0,0.0,11,5,0,3
29598,1,15,0,1,0,0.0,7,4,3,2
7103,0,9,0,2,0,1.0,6,5,2,2
82133,0,9,0,0,0,0.0,12,6,0,0
31963,1,16,0,3,0,0.0,9,6,2,2
71608,0,2,0,0,0,1.0,8,5,2,3
34859,0,6,2,0,2,0.0,4,5,3,3
87669,0,14,0,4,0,0.0,3,9,1,1
142879,0,31,0,1,0,2.0,6,5,0,2
103702,0,15,0,1,0,0.0,8,5,0,3
132179,0,10,0,2,0,0.0,11,5,3,2
39032,1,11,0,1,0,5.0,4,2,2,3
74714,0,8,0,2,0,0.0,7,0,0,3
68384,2,7,0,1,2,3.0,4,3,3,2
2096,0,4,0,0,0,0.0,4,4,0,0
52474,0,7,0,1,0,0.0,8,9,0,0
148705,1,10,0,4,0,1.0,10,9,3,2
44001,0,6,0,0,0,1.0,10,2,0,0
46025,0,7,0,0,0,0.0,7,3,3,1
126451,0,3,0,0,0,4.0,3,9,3,0
1138,0,9,0,1,0,0.0,10,4,0,1
124542,0,4,0,0,0,1.0,2,1,3,0
134743,0,6,0,1,0,0.0,5,1,1,2
112224,0,4,0,1,0,1.0,8,8,2,2
84098,0,5,0,1,0,0.0,8,5,1,3
21768,0,7,0,0,0,1.0,4,2,3,1
102669,0,7,0,2,0,3.0,9,9,1,0
29546,1,16,0,1,1,0.0,8,3,1,2
53538,0,13,0,2,0,1.0,7,6,2,2
63810,0,3,0,0,0,0.0,2,5,1,3
128517,2,6,0,0,0,0.0,8,5,0,0
134138,0,9,0,0,0,0.0,12,5,0,3
144402,0,12,0,2,0,1.0,4,7,1,2
144873,0,11,0,0,0,0.0,9,5,0,3
4648,0,4,0,0,0,0.0,4,6,1,0
66153,1,5,0,1,0,1.0,7,1,0,3
47667,3,9,0,1,1,2.0,5,5,2,3
124900,0,10,0,2,0,0.0,9,3,3,3
100543,0,11,0,1,0,2.0,5,5,2,1
14732,0,7,0,2,0,0.0,8,8,2,2
39863,0,11,0,4,0,2.0,6,8,0,2
142772,0,16,0,2,0,1.0,6,9,2,0
683,0,9,0,0,0,0.0,6,4,2,0
82212,0,6,0,2,0,0.0,12,5,0,3
93559,0,3,0,0,0,0.0,9,5,0,0
92231,0,7,0,2,0,0.0,9,5,1,2
20827,0,7,0,0,0,1.0,6,5,0,1
28901,3,5,1,0,0,1.0,5,2,3,1
67766,1,21,0,2,0,0.0,12,6,2,2
146060,0,6,0,1,0,1.0,7,5,1,3
5588,0,5,0,1,0,1.0,4,0,1,3
91511,0,4,0,2,0,2.0,4,4,2,1
83767,0,6,0,2,0,0.0,6,5,1,1
119126,0,0,0,0,0,0.0,2,5,3,3
20742,0,6,0,1,0,1.0,3,5,3,2
70374,0,4,0,0,0,0.0,12,5,2,3
105736,0,17,0,2,0,0.0,9,6,3,1
1669,0,9,0,2,0,0.0,3,2,2,2
53883,0,3,0,1,0,0.0,6,4,1,1
15882,0,4,0,1,0,2.0,4,4,1,2
39510,0,5,0,0,0,0.0,9,8,1,0
71903,0,7,0,2,0,0.0,4,5,3,2
17473,0,4,0,1,0,1.0,6,9,0,0
50451,0,18,0,4,0,1.0,9,9,2,2
29830,0,23,0,1,0,0.0,7,5,1,3
58263,0,11,0,2,0,1.0,12,3,0,1
88090,0,8,0,1,0,1.0,3,2,2,2
12271,0,1,1,0,2,0.0,1,0,3,0
23755,2,4,0,0,0,0.0,3,3,3,1
125840,1,11,0,2,0,0.0,7,9,0,1
116731,0,10,0,2,0,0.0,6,6,1,2
24912,0,15,0,3,0,2.0,3,8,2,1
103874,0,23,0,1,0,0.0,8,7,2,1
26158,0,3,0,1,0,0.0,9,2,1,1
149556,1,5,1,2,0,0.0,6,4,2,2
9186,6,6,0,2,0,4.0,6,6,3,2
16650,0,6,0,1,0,1.0,7,9,1,1
135638,1,3,0,2,0,0.0,5,5,3,3
105509,0,10,0,1,0,3.0,5,7,2,2
132008,0,11,0,1,0,0.0,12,8,2,1
144007,0,13,0,1,0,0.0,9,5,3,3
103520,0,2,0,0,0,1.0,12,9,0,0
133512,1,9,0,0,0,0.0,8,8,0,0
133001,0,10,0,2,0,2.0,7,5,1,3
56318,0,6,0,0,0,1.0,2,5,3,0
131516,0,7,0,1,0,0.0,11,7,0,1
47468,0,11,0,2,0,3.0,8,3,2,2
49088,0,10,0,1,0,0.0,11,6,1,1
148522,0,9,0,1,0,0.0,11,1,2,3
9835,0,8,0,0,0,0.0,11,2,1,1
64005,0,3,0,0,0,0.0,12,5,1,3
94980,0,7,0,1,0,0.0,11,6,1,0
94340,0,2,0,0,0,0.0,9,4,0,0
13677,0,9,0,4,0,3.0,4,8,1,3
35206,0,12,0,3,0,0.0,9,5,2,2
52774,1,11,0,1,0,2.0,6,9,1,1
19261,0,13,0,0,0,0.0,11,2,2,2
126225,0,12,0,0,0,1.0,8,7,2,1
62990,1,19,0,2,0,0.0,12,4,1,2
17144,0,3,0,0,0,0.0,9,5,1,3
107865,0,9,0,2,0,2.0,3,9,0,2
87655,0,12,0,0,0,0.0,9,3,0,1
49861,0,4,0,1,0,1.0,4,9,2,1
32314,0,6,0,1,0,0.0,10,5,0,3
46157,0,33,0,0,0,0.0,12,9,1,0
75815,0,7,0,0,0,0.0,9,8,1,0
110537,0,6,0,0,0,1.0,5,2,3,2
110104,0,4,0,0,0,4.0,7,5,0,0
24708,2,6,0,2,0,0.0,10,5,0,3
47128,0,1,1,0,0,1.0,11,5,0,3
30497,0,7,0,0,0,0.0,9,0,1,0
126670,0,6,0,0,0,1.0,10,3,2,0
87860,1,9,0,1,1,1.0,6,8,2,1
93417,0,19,0,0,0,0.0,12,2,1,0
69945,0,13,0,2,0,0.0,10,9,2,1
107354,1,7,1,1,0,0.0,10,1,3,3
59001,1,18,0,0,0,1.0,9,5,2,1
96169,1,3,0,2,0,0.0,6,0,3,3
98354,0,9,0,0,0,1.0,6,7,2,1
124714,0,8,0,0,0,0.0,5,2,3,2
68238,4,4,0,0,0,0.0,9,3,3,0
55823,0,2,0,0,0,0.0,4,5,1,0
108450,0,10,0,2,0,1.0,3,3,3,2
146568,0,5,0,0,2,0.0,6,6,2,0
42618,0,14,0,2,0,1.0,6,7,3,3
4328,0,12,0,5,0,3.0,5,6,2,2
24158,0,13,0,0,0,1.0,5,7,3,1
21853,1,6,0,1,0,0.0,9,5,0,1
138334,0,13,0,0,0,0.0,12,1,1,0
71004,0,16,0,2,0,0.0,9,7,1,1
59549,0,7,0,1,0,1.0,5,5,2,3
119147,0,8,0,3,0,0.0,10,9,0,1
129818,0,11,0,2,0,3.0,4,6,0,2
6250,0,10,0,1,0,5.0,7,9,1,1
103315,1,7,0,1,0,0.0,10,5,1,3
93380,2,7,1,1,0,0.0,6,2,1,2
34990,0,15,0,1,0,0.0,12,5,1,3
1128,1,4,0,2,0,2.0,5,5,3,3
118637,0,10,0,2,0,0.0,8,5,1,3
23417,0,6,0,1,0,1.0,9,9,3,0
79087,0,4,0,3,0,2.0,6,8,3,1
45927,0,10,0,0,0,0.0,10,5,1,0
117067,0,2,0,0,0,0.0,2,2,1,0
68211,0,9,0,1,0,0.0,7,9,3,1
44301,0,3,0,0,0,0.0,1,0,2,0
52734,0,11,0,2,0,3.0,6,6,0,2
92837,0,2,0,0,0,0.0,1,5,3,0
78168,2,13,0,2,0,4.0,5,9,3,2
139194,0,4,1,1,1,0.0,3,5,2,2
44950,0,1,0,0,0,1.0,6,2,3,0
113009,1,13,0,3,0,2.0,4,8,3,2
63083,0,5,0,1,0,0.0,10,4,1,0
117954,0,13,0,3,0,2.0,6,9,2,2
76983,0,19,0,1,0,2.0,8,9,2,2
53602,0,11,0,1,0,0.0,6,9,1,0
99443,0,12,0,2,0,5.0,3,9,2,1
2198,1,9,0,1,0,2.0,6,7,2,1
119936,0,9,0,5,0,2.0,4,9,2,2
19262,0,1,0,0,0,0.0,6,5,3,0
81111,0,7,0,1,0,1.0,12,3,3,2
24823,0,7,0,0,0,0.0,12,5,1,3
120647,0,11,0,0,0,0.0,12,9,0,0
5898,0,2,0,0,0,0.0,12,2,1,0
19278,0,16,0,1,0,0.0,9,2,3,3
16097,1,24,0,1,0,0.0,9,4,2,2
140038,0,14,0,2,0,3.0,5,9,1,2
43530,0,8,0,0,0,0.0,5,9,2,0
133347,0,3,0,0,0,0.0,11,4,0,0
61061,0,7,0,0,0,2.0,4,4,2,2
58983,0,4,0,1,0,1.0,6,4,0,2
120638,2,1,0,0,0,0.0,9,1,3,0
484,0,8,0,0,0,0.0,11,3,1,0
80358,0,5,3,2,0,2.0,8,6,3,2
76598,1,4,0,0,0,1.0,2,2,3,1
91227,0,8,0,1,0,0.0,3,4,2,2
81143,0,3,0,1,0,1.0,4,5,1,3
147747,0,5,0,1,0,0.0,9,9,1,0
104267,2,3,1,0,0,0.0,9,3,3,0
10201,1,8,0,2,0,1.0,6,5,1,2
119117,1,2,0,0,0,0.0,3,1,2,0
141725,0,5,0,0,0,0.0,12,3,1,0
136423,0,12,0,1,0,3.0,6,2,2,3
54369,1,5,4,0,3,0.0,4,3,3,0
32716,0,12,0,1,0,0.0,10,5,0,3
26207,0,11,0,1,0,0.0,6,4,3,2
45432,0,6,0,0,0,0.0,10,3,1,0
109166,0,14,0,1,0,0.0,9,7,0,0
59342,0,22,0,1,0,2.0,12,6,1,1
142227,0,18,7,6,6,1.0,7,9,3,2
92699,0,9,0,1,0,0.0,9,7,0,0
37215,0,7,0,1,0,0.0,8,2,2,1
68864,0,4,0,0,0,0.0,2,0,3,2
100296,0,8,0,1,0,0.0,12,5,1,3
51217,0,16,0,1,0,1.0,11,8,2,1
77508,0,11,0,0,0,3.0,6,9,3,0
67795,2,12,0,1,0,3.0,5,5,1,1
4653,0,12,0,2,0,2.0,4,4,2,2
89136,0,17,0,1,0,0.0,8,5,1,3
85978,0,6,0,0,0,0.0,11,5,0,0
3992,0,8,0,1,0,1.0,4,3,1,2
11888,0,1,1,0,1,2.0,4,7,3,0
88963,0,5,0,0,0,1.0,12,3,1,0
113355,0,9,0,0,0,2.0,5,9,2,0
58207,0,4,0,0,0,0.0,9,3,0,0
127458,0,12,0,2,0,2.0,5,6,1,2
12099,0,4,0,2,0,0.0,6,9,1,1
132725,0,7,0,0,0,0.0,7,4,2,1
3855,0,12,0,2,0,1.0,3,5,3,2
110221,0,13,0,2,0,1.0,10,9,2,2
116598,0,15,0,2,0,1.0,7,9,1,2
65584,0,7,0,1,0,2.0,2,7,1,1
118389,1,5,0,1,0,1.0,7,5,1,1
34510,1,6,0,1,0,2.0,7,5,2,3
55821,0,5,0,0,0,1.0,9,2,0,0
38820,0,11,0,2,0,0.0,9,7,3,2
94635,0,5,0,1,0,0.0,5,6,1,1
62440,0,7,0,2,0,0.0,7,7,3,2
147519,1,9,0,2,0,0.0,8,5,0,3
130345,0,6,0,0,1,1.0,5,1,3,2
131327,2,6,0,0,2,0.0,10,5,3,3
81727,0,3,0,0,0,0.0,12,1,0,0
121722,0,4,0,1,0,0.0,9,5,0,3
143893,0,0,0,0,0,0.0,10,0,3,0
134359,0,4,0,1,0,1.0,9,4,1,1
43120,0,6,0,1,0,0.0,5,6,3,1
18606,0,8,0,2,0,0.0,9,5,1,3
96446,0,6,0,1,0,0.0,7,5,3,1
112198,0,3,0,0,0,0.0,10,5,0,0
104989,0,9,0,1,0,2.0,5,7,2,1
30182,0,10,0,1,0,1.0,7,9,2,2
42211,0,5,0,1,0,0.0,5,5,3,3
112349,0,21,0,1,0,0.0,12,3,1,1
29959,0,13,0,2,0,2.0,7,5,2,3
149920,0,6,0,1,0,0.0,5,3,2,1
91163,2,7,0,3,0,1.0,4,9,3,1
122816,0,4,0,0,0,0.0,12,0,1,0
38075,0,4,0,0,0,1.0,5,6,2,0
78532,1,10,0,1,0,0.0,8,8,1,1
38399,0,2,0,0,0,0.0,1,0,2,0
41394,0,5,0,0,0,0.0,4,5,0,3
111940,0,5,0,0,0,3.0,5,5,3,0
121126,0,1,0,0,0,0.0,6,5,0,0
7899,0,6,0,0,0,0.0,12,3,0,0
96855,0,9,0,2,0,0.0,4,8,1,1
9862,0,6,0,2,0,4.0,5,9,0,2
139921,1,11,0,1,0,0.0,9,5,0,3
20293,0,7,0,1,0,0.0,9,5,0,3
123355,0,5,0,0,0,0.0,8,5,0,3
105301,0,8,0,4,0,3.0,7,2,3,3
78195,0,12,0,1,0,0.0,8,4,0,1
16497,0,14,0,3,0,1.0,4,9,2,1
54309,0,8,0,0,0,0.0,12,5,1,3
38067,0,8,0,3,0,0.0,7,6,2,2
106395,0,4,0,1,0,0.0,9,2,1,2
78394,1,5,0,2,0,0.0,9,5,0,2
58339,2,6,0,0,0,1.0,9,3,3,0
71349,0,1,0,0,0,0.0,1,0,3,0
17739,4,16,1,2,0,0.0,9,6,3,2
127437,0,6,0,1,0,0.0,4,5,2,3
40206,0,5,0,1,0,0.0,9,3,1,2
124918,0,8,0,1,0,2.0,8,7,0,1
46195,0,22,0,1,0,0.0,9,7,2,1
43438,0,11,0,0,0,2.0,2,6,0,0
19932,0,10,0,0,0,1.0,12,9,0,0
86108,0,9,0,0,0,1.0,7,4,2,1
94175,0,2,0,0,0,0.0,5,5,1,3
141623,3,13,0,1,1,1.0,7,6,3,2
117824,0,7,0,1,1,3.0,6,0,0,3
10618,0,6,0,2,0,1.0,7,6,1,2
117467,0,3,0,0,0,0.0,4,5,3,3
129261,0,3,0,1,0,2.0,7,4,0,1
141596,0,20,0,1,0,0.0,8,5,2,3
112458,0,11,0,1,0,0.0,6,1,3,3
30042,0,6,0,0,0,0.0,8,5,1,3
118081,0,12,0,1,0,2.0,5,9,2,1
97622,0,9,0,3,0,0.0,7,5,0,3
120668,0,18,0,2,0,0.0,9,5,0,1
143203,2,14,0,2,0,1.0,8,5,3,2
54335,0,19,0,2,0,2.0,8,7,1,1
20050,0,9,0,2,0,1.0,9,5,1,3
82506,0,6,0,1,0,0.0,10,5,1,3
266,0,6,0,0,0,2.0,3,6,3,1
65749,0,9,0,1,0,0.0,3,5,0,3
143701,1,24,0,1,0,0.0,8,4,3,2
141370,1,8,0,0,0,1.0,7,5,1,0
134793,0,9,0,0,0,0.0,2,4,3,1
66481,1,9,0,2,0,3.0,5,8,1,1
52166,0,15,0,2,0,1.0,9,5,0,3
141278,0,4,0,0,0,0.0,7,5,3,1
114050,0,7,0,2,0,2.0,8,3,2,2
30705,1,4,0,0,0,0.0,4,1,2,0
73573,1,8,0,1,0,0.0,6,5,0,3
144312,0,5,0,1,0,0.0,6,3,3,2
5217,0,11,0,1,0,2.0,6,7,0,1
3272,0,7,0,2,0,0.0,9,9,0,1
82730,1,9,2,0,2,0.0,3,3,3,1
32283,0,15,0,2,0,0.0,3,9,2,2
8580,0,21,0,0,0,0.0,8,9,1,0
3155,0,11,0,0,0,1.0,3,5,2,0
141322,0,10,0,2,0,0.0,7,6,1,1
64826,3,13,0,0,0,2.0,7,5,3,3
83441,0,6,0,3,0,1.0,8,0,1,3
39103,0,14,0,2,0,4.0,6,9,0,0
83735,0,6,0,1,0,1.0,5,9,3,1
8994,0,18,0,2,0,0.0,10,3,1,2
147067,2,7,7,2,2,1.0,3,3,3,3
123047,0,3,0,1,0,2.0,6,3,1,2
21342,0,9,0,0,0,0.0,4,9,1,0
84531,0,2,0,0,0,0.0,10,3,0,0
30386,0,7,0,2,0,0.0,4,2,1,3
96086,0,11,0,2,0,0.0,12,4,1,1
127977,0,15,0,2,0,2.0,6,9,2,1
20451,0,5,0,0,0,0.0,1,0,1,2
111102,1,8,0,1,0,0.0,9,5,1,3
85293,0,19,0,2,0,0.0,12,9,0,0
116828,0,8,0,1,0,0.0,12,9,0,0
63674,0,10,1,0,0,1.0,8,2,3,3
89470,0,1,0,0,0,0.0,2,3,3,0
74624,0,11,0,0,0,0.0,4,4,1,0
97979,0,15,0,3,0,1.0,8,5,2,2
63708,0,9,0,3,0,0.0,7,5,2,3
126346,0,8,0,0,0,0.0,10,3,0,0
22622,0,9,0,0,0,1.0,5,5,0,3
120089,1,10,1,1,3,0.0,6,3,0,2
86795,0,11,0,1,0,0.0,5,7,2,2
142473,0,9,0,1,0,0.0,8,7,1,1
75207,0,4,0,0,0,0.0,11,5,3,3
135866,0,4,0,0,0,0.0,12,5,1,3
127023,0,2,0,1,0,0.0,3,5,0,1
64988,1,12,0,0,0,0.0,6,5,3,3
67211,0,8,0,2,0,0.0,8,1,0,3
86098,0,1,0,0,0,1.0,1,1,3,1
139646,0,16,0,1,0,0.0,6,2,2,2
13500,0,6,0,0,0,0.0,1,0,1,2
128333,0,7,0,2,0,1.0,5,5,2,1
102870,0,8,0,1,0,1.0,3,4,3,2
46457,0,17,0,1,0,2.0,8,2,2,3
120083,0,12,0,0,0,2.0,7,2,2,2
74988,0,8,0,1,0,0.0,9,5,2,2
100048,0,8,0,1,0,1.0,8,9,0,1
17179,0,12,0,1,0,2.0,8,4,3,2
66973,0,18,0,4,0,4.0,6,9,2,1
